n,t_ns,swaps
320,1.7400000000e+04,1569
320,1.7100000000e+04,1522
320,1.6400000000e+04,1455
320,1.7300000000e+04,1555
320,1.7800000000e+04,1592
320,1.6900000000e+04,1459
320,1.7100000000e+04,1542
320,1.7500000000e+04,1541
320,1.7400000000e+04,1559
320,1.7100000000e+04,1497
359,1.9600000000e+04,1732
359,1.9900000000e+04,1830
359,2.0000000000e+04,1734
359,1.9800000000e+04,1709
359,1.9600000000e+04,1762
359,1.9600000000e+04,1757
359,1.9600000000e+04,1740
359,1.9500000000e+04,1725
359,2.0200000000e+04,1915
359,1.9600000000e+04,1743
404,2.1600000000e+04,1804
404,2.2500000000e+04,1932
404,2.2400000000e+04,1984
404,2.3100000000e+04,2135
404,2.2400000000e+04,1960
404,2.2600000000e+04,1991
404,2.1800000000e+04,1911
404,2.3600000000e+04,2197
404,2.2600000000e+04,2020
404,2.7200000000e+04,2081
453,2.6400000000e+04,2407
453,2.6300000000e+04,2329
453,2.7600000000e+04,2589
453,2.6100000000e+04,2383
453,2.6300000000e+04,2349
453,2.6300000000e+04,2353
453,2.6600000000e+04,2424
453,2.6100000000e+04,2382
453,2.5900000000e+04,2293
453,2.6700000000e+04,2374
509,3.1300000000e+04,2957
509,3.1300000000e+04,2942
509,3.0300000000e+04,2687
509,3.0000000000e+04,2737
509,3.1200000000e+04,2853
509,3.1200000000e+04,2860
509,3.2500000000e+04,3241
509,2.9700000000e+04,2706
509,3.0400000000e+04,2812
509,3.0900000000e+04,2903
572,3.5700000000e+04,3231
572,3.5000000000e+04,3090
572,3.3500000000e+04,2948
572,3.5800000000e+04,3251
572,3.5800000000e+04,3325
572,3.5100000000e+04,3140
572,3.7200000000e+04,3560
572,3.5200000000e+04,3126
572,3.5000000000e+04,3166
572,4.1300000000e+04,3412
643,4.5200000000e+04,3936
643,4.5400000000e+04,4052
643,4.4200000000e+04,3847
643,4.4300000000e+04,3926
643,4.3400000000e+04,3897
643,4.3100000000e+04,3721
643,4.4400000000e+04,3920
643,4.2900000000e+04,3751
643,4.3900000000e+04,3841
643,4.3800000000e+04,3821
722,5.3600000000e+04,4978
722,5.0200000000e+04,4237
722,5.0300000000e+04,4355
722,5.1600000000e+04,4586
722,5.1100000000e+04,4357
722,5.0900000000e+04,4490
722,5.0000000000e+04,4297
722,5.1100000000e+04,4539
722,5.2800000000e+04,4803
722,5.0800000000e+04,4314
811,5.9900000000e+04,5464
811,5.7500000000e+04,4951
811,5.9500000000e+04,5457
811,6.0000000000e+04,5385
811,5.8700000000e+04,5208
811,5.8200000000e+04,5216
811,5.8200000000e+04,5233
811,6.1200000000e+04,5503
811,6.1400000000e+04,5844
811,5.4300000000e+04,5151
911,6.2000000000e+04,5833
911,6.5000000000e+04,6463
911,6.1800000000e+04,5682
911,6.3100000000e+04,6032
911,7.1100000000e+04,6968
911,6.4800000000e+04,6279
911,6.1900000000e+04,5691
911,6.2600000000e+04,5862
911,6.2500000000e+04,5921
911,6.4500000000e+04,6380
1024,7.3000000000e+04,7060
1024,7.3500000000e+04,7209
1024,7.0200000000e+04,6604
1024,7.4000000000e+04,7135
1024,7.3700000000e+04,7222
1024,7.1500000000e+04,6690
1024,6.9300000000e+04,6412
1024,7.3100000000e+04,6855
1024,7.3000000000e+04,6989
1024,7.4500000000e+04,7305
1150,8.6400000000e+04,8605
1150,8.6400000000e+04,8623
1150,8.5700000000e+04,7459
1150,8.5200000000e+04,8468
1150,8.3500000000e+04,8165
1150,8.6000000000e+04,8484
1150,8.3600000000e+04,8204
1150,8.4800000000e+04,8039
1150,8.3700000000e+04,8088
1150,9.2700000000e+04,9116
1292,9.9600000000e+04,9319
1292,9.7700000000e+04,8991
1292,1.0800000000e+05,11240
1292,9.7800000000e+04,9187
1292,1.0730000000e+05,11053
1292,1.0480000000e+05,10670
1292,1.0360000000e+05,10143
1292,1.0380000000e+05,9585
1292,9.7000000000e+04,8800
1292,1.0560000000e+05,9478
1451,1.2180000000e+05,11944
1451,1.1620000000e+05,10610
1451,1.1990000000e+05,11570
1451,1.1810000000e+05,11057
1451,1.1780000000e+05,11020
1451,1.1510000000e+05,10154
1451,1.1350000000e+05,10199
1451,1.1910000000e+05,10569
1451,1.1750000000e+05,10789
1451,1.2660000000e+05,11853
1630,1.3380000000e+05,12096
1630,1.3680000000e+05,12653
1630,1.3960000000e+05,13024
1630,1.3750000000e+05,12980
1630,1.3940000000e+05,13138
1630,1.4090000000e+05,13656
1630,1.3900000000e+05,13037
1630,1.3480000000e+05,12465
1630,1.3920000000e+05,13275
1630,1.4650000000e+05,14880
1831,1.6470000000e+05,14147
1831,1.7310000000e+05,15218
1831,1.7170000000e+05,15266
1831,1.9720000000e+05,15864
1831,1.5510000000e+05,14195
1831,1.5540000000e+05,14058
1831,1.5590000000e+05,14120
1831,1.5640000000e+05,14205
1831,1.6720000000e+05,16724
1831,1.5510000000e+05,14253
2057,1.9030000000e+05,18967
2057,1.8070000000e+05,16726
2057,1.9190000000e+05,17952
2057,1.8910000000e+05,17680
2057,1.7890000000e+05,16811
2057,1.8800000000e+05,18696
2057,1.8840000000e+05,18695
2057,1.7760000000e+05,16253
2057,1.8220000000e+05,17327
2057,1.7940000000e+05,16980
2310,2.0980000000e+05,20403
2310,2.1440000000e+05,21608
2310,2.0760000000e+05,19808
2310,2.1970000000e+05,21690
2310,2.1010000000e+05,20397
2310,2.1030000000e+05,20377
2310,2.1560000000e+05,21252
2310,2.1450000000e+05,21308
2310,2.1010000000e+05,20290
2310,2.0960000000e+05,20052
2595,2.3460000000e+05,21931
2595,2.4600000000e+05,24320
2595,2.5520000000e+05,26092
2595,2.5120000000e+05,25472
2595,2.3690000000e+05,21584
2595,2.4260000000e+05,23463
2595,2.6600000000e+05,28465
2595,2.4140000000e+05,23221
2595,2.4120000000e+05,22890
2595,2.3800000000e+05,22888
2915,2.8360000000e+05,27494
2915,2.7670000000e+05,24224
2915,2.8930000000e+05,29653
2915,2.7800000000e+05,27114
2915,2.8950000000e+05,28592
2915,2.8160000000e+05,28207
2915,3.0400000000e+05,27918
2915,2.8430000000e+05,28768
2915,2.7730000000e+05,26546
2915,2.7860000000e+05,27587
3275,3.2160000000e+05,31792
3275,3.1740000000e+05,30060
3275,3.2170000000e+05,31661
3275,3.1180000000e+05,29630
3275,3.3720000000e+05,35517
3275,3.2070000000e+05,31302
3275,3.2670000000e+05,32954
3275,3.2260000000e+05,31078
3275,3.4790000000e+05,34349
3275,3.1780000000e+05,31382
3678,3.6770000000e+05,35947
3678,3.7030000000e+05,36177
3678,3.7900000000e+05,39048
3678,3.7890000000e+05,39072
3678,3.6220000000e+05,35255
3678,3.7470000000e+05,38376
3678,3.6140000000e+05,34725
3678,3.9090000000e+05,36699
3678,3.8970000000e+05,37351
3678,3.8430000000e+05,35281
4132,4.5470000000e+05,49648
4132,4.3490000000e+05,45667
4132,4.2530000000e+05,43128
4132,4.3210000000e+05,43298
4132,4.2210000000e+05,40439
4132,4.3650000000e+05,44639
4132,4.1690000000e+05,40710
4132,4.2380000000e+05,42126
4132,4.3080000000e+05,43149
4132,4.3340000000e+05,44388
4642,4.7740000000e+05,46608
4642,4.8930000000e+05,48440
4642,4.9100000000e+05,49261
4642,4.8950000000e+05,49757
4642,4.9480000000e+05,51234
4642,4.9460000000e+05,51568
4642,4.8370000000e+05,49217
4642,5.3890000000e+05,48526
4642,4.5900000000e+05,42731
4642,4.7680000000e+05,46638
5214,5.5440000000e+05,55222
5214,5.5670000000e+05,56189
5214,5.6030000000e+05,57456
5214,5.6400000000e+05,58948
5214,5.7130000000e+05,58940
5214,5.6700000000e+05,58880
5214,5.5890000000e+05,56933
5214,5.7320000000e+05,61622
5214,5.5130000000e+05,56279
5214,5.6550000000e+05,58300
5857,7.0210000000e+05,70856
5857,6.6340000000e+05,62330
5857,6.2890000000e+05,62817
5857,6.2910000000e+05,61724
5857,6.4000000000e+05,63378
5857,6.5770000000e+05,68093
5857,6.4050000000e+05,65276
5857,6.5110000000e+05,67083
5857,6.5030000000e+05,63955
5857,6.5310000000e+05,67775
6579,7.3560000000e+05,76643
6579,7.1050000000e+05,71502
6579,7.6340000000e+05,73898
6579,7.8190000000e+05,74155
6579,7.6750000000e+05,75362
6579,7.8290000000e+05,87662
6579,7.8440000000e+05,82669
6579,7.4620000000e+05,68769
6579,7.3780000000e+05,76661
6579,7.3270000000e+05,76542
7391,8.2810000000e+05,85068
7391,8.5980000000e+05,90556
7391,8.4110000000e+05,85737
7391,8.1770000000e+05,80594
7391,8.3700000000e+05,84425
7391,8.7900000000e+05,89789
7391,8.9840000000e+05,89270
7391,8.2950000000e+05,84694
7391,8.4110000000e+05,88084
7391,8.3480000000e+05,84889
8302,1.0178000000e+06,112925
8302,9.4830000000e+05,96738
8302,9.6820000000e+05,99629
8302,1.0974000000e+06,108653
8302,9.9500000000e+05,107216
8302,9.5670000000e+05,97476
8302,1.0399000000e+06,105879
8302,1.1225000000e+06,108361
8302,1.0190000000e+06,109952
8302,1.0592000000e+06,110213
9326,1.3709000000e+06,116955
9326,1.0525000000e+06,117457
9326,1.0513000000e+06,121237
9326,1.0654000000e+06,116826
9326,1.1121000000e+06,116852
9326,1.1660000000e+06,121772
9326,1.1365000000e+06,113972
9326,1.3045000000e+06,124421
9326,1.1524000000e+06,117326
9326,1.1390000000e+06,112918
10476,1.2652000000e+06,137894
10476,1.2629000000e+06,148449
10476,1.3755000000e+06,139677
10476,1.3398000000e+06,137294
10476,1.4345000000e+06,144676
10476,1.3489000000e+06,133210
10476,1.3927000000e+06,155226
10476,1.2938000000e+06,125075
10476,1.3148000000e+06,137697
10476,1.3657000000e+06,140746
11768,1.5490000000e+06,159763
11768,1.5319000000e+06,167984
11768,1.5730000000e+06,166071
11768,1.5482000000e+06,171557
11768,1.5145000000e+06,160227
11768,1.5833000000e+06,182697
11768,1.5071000000e+06,160432
11768,1.5249000000e+06,149297
11768,1.5611000000e+06,163627
11768,1.5653000000e+06,155090
13219,1.7227000000e+06,184557
13219,1.9327000000e+06,207391
13219,1.8085000000e+06,177007
13219,1.8809000000e+06,201086
13219,1.7224000000e+06,184682
13219,1.7281000000e+06,180908
13219,1.8965000000e+06,203084
13219,1.7462000000e+06,189821
13219,1.6827000000e+06,178014
13219,1.7218000000e+06,184664
14850,2.0849000000e+06,227295
14850,2.0374000000e+06,230987
14850,2.0537000000e+06,229979
14850,2.0191000000e+06,218359
14850,2.0564000000e+06,217108
14850,2.0351000000e+06,229480
14850,1.9580000000e+06,210001
14850,2.1483000000e+06,235877
14850,2.1298000000e+06,238675
14850,2.0764000000e+06,230482
16681,2.3558000000e+06,249847
16681,2.3714000000e+06,257043
16681,2.3398000000e+06,266506
16681,2.3527000000e+06,248273
16681,2.2778000000e+06,251443
16681,2.3847000000e+06,268697
16681,2.3276000000e+06,246024
16681,2.2312000000e+06,234864
16681,2.2833000000e+06,252658
16681,2.2653000000e+06,247520
18738,2.9173000000e+06,309798
18738,2.4189000000e+06,303395
18738,2.7224000000e+06,331964
18738,2.7167000000e+06,300481
18738,2.7948000000e+06,311668
18738,2.6837000000e+06,308760
18738,2.7275000000e+06,324127
18738,2.5861000000e+06,287415
18738,2.5930000000e+06,276894
18738,2.7248000000e+06,326043
21049,2.9724000000e+06,326488
21049,3.0917000000e+06,335086
21049,3.1585000000e+06,355846
21049,2.9634000000e+06,320034
21049,3.1106000000e+06,349871
21049,3.0899000000e+06,343746
21049,2.8847000000e+06,318575
21049,3.1477000000e+06,369121
21049,3.1034000000e+06,338022
21049,3.0066000000e+06,335329
23645,3.5758000000e+06,401545
23645,3.3770000000e+06,380466
23645,3.4202000000e+06,394609
23645,3.6064000000e+06,415237
23645,3.3962000000e+06,385297
23645,3.8270000000e+06,440069
23645,3.4074000000e+06,358970
23645,3.4165000000e+06,394665
23645,3.4888000000e+06,386047
23645,3.5383000000e+06,425115
26561,4.0726000000e+06,472884
26561,3.8220000000e+06,428930
26561,3.7614000000e+06,408934
26561,4.0346000000e+06,485038
26561,3.9544000000e+06,438753
26561,3.9073000000e+06,451406
26561,3.8677000000e+06,443785
26561,3.8533000000e+06,430532
26561,3.8895000000e+06,445069
26561,3.9680000000e+06,470400
29836,4.8483000000e+06,578522
29836,4.5378000000e+06,519014
29836,4.6132000000e+06,544684
29836,4.9039000000e+06,518144
29836,4.5220000000e+06,561655
29836,4.4819000000e+06,542737
29836,4.5971000000e+06,518679
29836,4.6833000000e+06,572302
29836,4.5388000000e+06,532321
29836,4.4898000000e+06,512758
33516,5.1495000000e+06,586771
33516,5.1957000000e+06,617548
33516,5.1931000000e+06,620934
33516,5.1742000000e+06,614931
33516,5.1446000000e+06,599708
33516,5.2644000000e+06,639207
33516,5.1091000000e+06,593855
33516,5.4036000000e+06,678211
33516,5.2383000000e+06,625407
33516,5.2558000000e+06,611039
37649,6.2330000000e+06,688270
37649,6.1395000000e+06,762344
37649,6.0217000000e+06,750357
37649,6.0502000000e+06,696029
37649,5.9385000000e+06,675113
37649,6.4333000000e+06,740378
37649,6.2660000000e+06,732568
37649,5.9465000000e+06,669229
37649,5.7826000000e+06,695955
37649,5.9666000000e+06,730673
42292,6.9185000000e+06,794833
42292,6.6426000000e+06,755306
42292,7.0511000000e+06,834732
42292,6.8155000000e+06,782019
42292,6.9992000000e+06,804866
42292,6.7545000000e+06,791898
42292,7.0538000000e+06,867982
42292,6.8829000000e+06,807865
42292,6.6646000000e+06,729386
42292,7.9911000000e+06,798793
47508,7.9610000000e+06,944280
47508,8.3227000000e+06,1031941
47508,8.3363000000e+06,970497
47508,8.0504000000e+06,967621
47508,8.1571000000e+06,945856
47508,8.2635000000e+06,1005232
47508,8.0709000000e+06,939432
47508,9.4243000000e+06,989024
47508,7.9070000000e+06,960203
47508,7.8887000000e+06,960107
53367,9.4538000000e+06,1187799
53367,8.8648000000e+06,1054971
53367,9.0517000000e+06,1109884
53367,9.6892000000e+06,1209605
53367,9.6447000000e+06,1268657
53367,9.1692000000e+06,1139396
53367,9.0842000000e+06,1136224
53367,8.7962000000e+06,1057613
53367,8.6096000000e+06,1010465
53367,9.2267000000e+06,1139034
59948,1.0628000000e+07,1348977
59948,1.0298600000e+07,1290251
59948,1.0021200000e+07,1204630
59948,1.0266400000e+07,1208639
59948,1.0660600000e+07,1376833
59948,1.0642100000e+07,1335420
59948,9.9534000000e+06,1185160
59948,1.0558500000e+07,1246744
59948,1.0670300000e+07,1316557
59948,1.0582300000e+07,1351559
67342,1.2829500000e+07,1428260
67342,1.2391200000e+07,1524636
67342,1.2557400000e+07,1605948
67342,1.2296200000e+07,1531889
67342,1.2185100000e+07,1541117
67342,1.2775900000e+07,1576739
67342,1.2274000000e+07,1528092
67342,1.2245200000e+07,1506937
67342,1.2024300000e+07,1444399
67342,1.2496500000e+07,1597032
75646,1.4121400000e+07,1752179
75646,1.4010100000e+07,1774541
75646,1.4049800000e+07,1789628
75646,1.3251800000e+07,1576588
75646,1.3843200000e+07,1719364
75646,1.3543500000e+07,1670113
75646,1.3544200000e+07,1695272
75646,1.3626100000e+07,1698159
75646,1.3501200000e+07,1692966
75646,1.3879500000e+07,1710640
84975,1.5461400000e+07,1924235
84975,1.5648800000e+07,1980179
84975,1.7218600000e+07,2032717
84975,1.6534500000e+07,2119332
84975,1.6105900000e+07,2089105
84975,1.6090200000e+07,2037677
84975,1.5762500000e+07,1961360
84975,1.6532100000e+07,2085140
84975,1.6033800000e+07,2054717
84975,1.6210000000e+07,2144079
95455,1.8171900000e+07,2335730
95455,1.7695300000e+07,2217584
95455,1.8740700000e+07,2535483
95455,1.7999200000e+07,2219995
95455,1.7833200000e+07,2232130
95455,1.7785000000e+07,2251290
95455,1.8345600000e+07,2303071
95455,1.8714700000e+07,2512499
95455,1.8965300000e+07,2497958
95455,1.8560100000e+07,2439802
107227,2.1823700000e+07,2622914
107227,2.1355500000e+07,2706039
107227,2.1500700000e+07,2647989
107227,2.1832100000e+07,2626237
107227,2.2157000000e+07,2617638
107227,2.1637400000e+07,2481874
107227,2.1285400000e+07,2680779
107227,2.1252300000e+07,2788013
107227,2.1433800000e+07,2846435
107227,2.0884600000e+07,2739682
120450,2.3353000000e+07,2978435
120450,2.5396200000e+07,3501998
120450,2.5952300000e+07,3625236
120450,2.4825500000e+07,3213231
120450,2.4765200000e+07,3328378
120450,2.3444000000e+07,3011473
120450,2.3838100000e+07,3124104
120450,2.3838100000e+07,3126865
120450,2.5061600000e+07,3391327
120450,2.3855600000e+07,3115841
135305,2.7151400000e+07,3562832
135305,2.9428000000e+07,3814208
135305,2.8507000000e+07,3756026
135305,2.6792900000e+07,3410635
135305,2.7319600000e+07,3504068
135305,2.8487000000e+07,3766460
135305,2.8094400000e+07,3780072
135305,2.8641300000e+07,3859605
135305,2.8487500000e+07,3793741
135305,2.8073100000e+07,3653651
151991,3.2676400000e+07,4315938
151991,3.2305900000e+07,3947477
151991,3.2505500000e+07,4162228
151991,3.2364800000e+07,4162949
151991,3.0743700000e+07,3831684
151991,3.1213700000e+07,4127774
151991,3.2457500000e+07,4086139
151991,3.0146500000e+07,3744781
151991,3.1521600000e+07,4136250
151991,3.1183800000e+07,3957232
170735,3.7876700000e+07,4745457
170735,3.7628000000e+07,4970872
170735,3.5587700000e+07,4590544
170735,3.7052800000e+07,5047425
170735,3.7717100000e+07,5212083
170735,3.5666500000e+07,4652576
170735,3.4765600000e+07,4378912
170735,3.5710900000e+07,4692755
170735,3.5208300000e+07,4575312
170735,3.6715400000e+07,5067460
191791,4.2486500000e+07,5895933
191791,4.4102800000e+07,6139856
191791,4.1006900000e+07,5473435
191791,4.0621900000e+07,5431203
191791,4.1319500000e+07,5470445
191791,4.4239200000e+07,6176325
191791,4.1365000000e+07,5626709
191791,4.3326400000e+07,5821970
191791,4.2673600000e+07,5484993
191791,4.3100700000e+07,5783605
215443,4.9664700000e+07,6636606
215443,5.0690700000e+07,6687073
215443,5.2654600000e+07,6494790
215443,5.0328900000e+07,6129364
215443,5.1202400000e+07,6941845
215443,4.7052600000e+07,6164683
215443,5.0090600000e+07,6875304
215443,4.7386100000e+07,6511671
215443,4.8505700000e+07,6478764
215443,4.7573100000e+07,6427618
242013,5.5291100000e+07,7691884
242013,5.4444500000e+07,7176092
242013,5.9238400000e+07,8525656
242013,5.4354700000e+07,7413116
242013,5.3397900000e+07,7126430
242013,5.6842700000e+07,7999922
242013,5.4526500000e+07,7526293
242013,5.5003600000e+07,7513763
242013,5.4103100000e+07,7273836
242013,5.6419400000e+07,7952760
271859,6.4535200000e+07,8812961
271859,6.2389800000e+07,8527726
271859,6.4119300000e+07,8963533
271859,6.3014200000e+07,8772816
271859,6.1088900000e+07,8380199
271859,6.1526700000e+07,8346920
271859,6.7704800000e+07,9633349
271859,6.1605100000e+07,8393830
271859,6.4343300000e+07,9116033
271859,6.0695300000e+07,8275112
305386,7.0063600000e+07,9724370
305386,7.0991000000e+07,9387450
305386,7.3291500000e+07,10069500
305386,7.6018100000e+07,10725747
305386,7.3099900000e+07,9937049
305386,7.6943800000e+07,11417452
305386,7.5947900000e+07,10973449
305386,7.2183400000e+07,9921665
305386,7.1459400000e+07,9489744
305386,7.3702700000e+07,10026985
343047,8.1548100000e+07,11121050
343047,8.5408300000e+07,12525574
343047,8.3906200000e+07,12167719
343047,8.3670000000e+07,11536207
343047,8.4761500000e+07,11531367
343047,8.4791800000e+07,11422656
343047,8.7745900000e+07,12335213
343047,8.2738000000e+07,11729849
343047,8.7427400000e+07,12900888
343047,8.0672700000e+07,10964421
385353,9.6951200000e+07,12975577
385353,9.5420000000e+07,13819836
385353,9.5199100000e+07,13309343
385353,9.3545600000e+07,12693335
385353,9.6525500000e+07,13293136
385353,9.7432900000e+07,13615161
385353,9.3844500000e+07,12705057
385353,1.0154240000e+08,14599255
385353,9.9869200000e+07,14015633
385353,9.8461700000e+07,14211451
432876,1.1482450000e+08,16728468
432876,1.1219400000e+08,16094342
432876,1.1055280000e+08,15407096
432876,1.1541150000e+08,16437978
432876,1.1599420000e+08,17090010
432876,1.1152750000e+08,15322693
432876,1.1487880000e+08,16459324
432876,1.0968520000e+08,14923474
432876,1.0985990000e+08,15064732
432876,1.1080960000e+08,15117974
486260,1.3076390000e+08,18886089
486260,1.3361190000e+08,18926303
486260,1.2909830000e+08,19160536
486260,1.2417160000e+08,17504808
486260,1.2186330000e+08,17300154
486260,1.3053160000e+08,18340964
486260,1.3098600000e+08,18959358
486260,1.2615450000e+08,18293522
486260,1.2670520000e+08,17846017
486260,1.3137870000e+08,18944741
546228,1.4582080000e+08,20699649
546228,1.4697400000e+08,21469284
546228,1.4822560000e+08,21874335
546228,1.5372090000e+08,22961055
546228,1.4034750000e+08,19790639
546228,1.4381330000e+08,21169124
546228,1.4230240000e+08,20367668
546228,1.4493540000e+08,21054754
546228,1.4037410000e+08,19756034
546228,1.4937780000e+08,21996151
613591,1.6503210000e+08,24188747
613591,1.6106240000e+08,23166877
613591,1.6818900000e+08,24691099
613591,1.5916340000e+08,22770649
613591,1.6843320000e+08,25206767
613591,1.6211770000e+08,23265943
613591,1.7027020000e+08,25708604
613591,1.6592260000e+08,24345595
613591,1.5938620000e+08,23005812
613591,1.5739530000e+08,22217977
689261,1.9448240000e+08,29178282
689261,1.9411370000e+08,27480069
689261,1.8626670000e+08,27016628
689261,1.9007890000e+08,28251457
689261,1.9029840000e+08,28535410
689261,1.9505980000e+08,29741047
689261,1.8965920000e+08,28185786
689261,1.9431190000e+08,29893334
689261,1.8769970000e+08,28028597
689261,1.8896900000e+08,28395800
774264,2.2636240000e+08,35280599
774264,2.1004330000e+08,30609232
774264,2.2407290000e+08,34928409
774264,2.2443060000e+08,34897979
774264,2.2474190000e+08,35476471
774264,2.2097630000e+08,34021634
774264,2.2417340000e+08,34725997
774264,2.2222790000e+08,34710863
774264,2.1739850000e+08,33080380
774264,2.1853500000e+08,33473296
869749,2.4455520000e+08,36615382
869749,2.4441490000e+08,36865494
869749,2.4486140000e+08,36525989
869749,2.5095600000e+08,38220001
869749,2.4536790000e+08,36638891
869749,2.4083090000e+08,35958937
869749,2.4948320000e+08,38145578
869749,2.5061610000e+08,38469012
869749,2.4636590000e+08,37246814
869749,2.4855710000e+08,35753810
977010,3.0016170000e+08,44386111
977010,3.0566770000e+08,44541791
977010,3.0967340000e+08,47494378
977010,2.9177780000e+08,43449330
977010,2.8960820000e+08,42241712
977010,3.0070570000e+08,47161504
977010,2.8974880000e+08,44149652
977010,2.8526450000e+08,42464652
977010,2.9552330000e+08,44878242
977010,2.8095620000e+08,41852925
1097499,3.4110210000e+08,53160180
1097499,3.5284920000e+08,55773253
1097499,3.4920030000e+08,54106382
1097499,3.4235100000e+08,53044022
1097499,3.3199660000e+08,49894135
1097499,3.3613240000e+08,51165944
1097499,3.3994810000e+08,51189696
1097499,3.5512760000e+08,52273720
1097499,3.2425290000e+08,48483062
1097499,3.3623240000e+08,51673565
1232847,3.9941990000e+08,60878803
1232847,3.9268690000e+08,60468833
1232847,4.0628620000e+08,65145662
1232847,3.7360140000e+08,55400872
1232847,3.8625370000e+08,59504880
1232847,3.9453010000e+08,62367054
1232847,3.7725520000e+08,58513775
1232847,3.9802620000e+08,60667875
1232847,3.8191350000e+08,57060909
1232847,3.8063480000e+08,58088903
1384886,4.1373920000e+08,61896181
1384886,4.2220800000e+08,64445387
1384886,4.2901670000e+08,66372159
1384886,4.2435270000e+08,64932065
1384886,4.3015880000e+08,66442323
1384886,4.3967620000e+08,69168266
1384886,4.3384570000e+08,66091629
1384886,4.3599860000e+08,66030460
1384886,4.4369340000e+08,69493609
1384886,4.5003710000e+08,71558038
1555676,4.9873020000e+08,77501645
1555676,5.1683140000e+08,82353016
1555676,4.9831550000e+08,77219746
1555676,4.9479960000e+08,77357511
1555676,5.0332510000e+08,79635655
1555676,4.9516610000e+08,77066328
1555676,5.4241110000e+08,88538545
1555676,5.0991190000e+08,79632344
1555676,5.0491650000e+08,79312824
1555676,5.4103820000e+08,89632464
1747528,6.3122980000e+08,104387204
1747528,5.7381670000e+08,88945538
1747528,5.6410500000e+08,87691509
1747528,5.9004110000e+08,92773848
1747528,5.8632050000e+08,88825331
1747528,6.0720560000e+08,95438584
1747528,5.9905330000e+08,94413155
1747528,5.8826640000e+08,92911496
1747528,5.7665810000e+08,90953097
1747528,5.5878240000e+08,86296390
1963041,6.6865130000e+08,103408188
1963041,6.7197260000e+08,106391441
1963041,6.9811440000e+08,109804471
1963041,6.8398360000e+08,108669568
1963041,7.1278890000e+08,117764369
1963041,6.6226940000e+08,103419690
1963041,6.5703410000e+08,102469315
1963041,6.4414800000e+08,100720660
1963041,6.4647620000e+08,99087411
1963041,6.3362970000e+08,97975648
2205131,7.3971480000e+08,117386544
2205131,7.4941180000e+08,120816338
2205131,7.7731170000e+08,127286053
2205131,7.7794480000e+08,124166438
2205131,7.6263110000e+08,115385056
2205131,8.0115270000e+08,130496751
