n;t_ns
314;1.930e+02
314;1.830e+02
314;1.800e+02
314;1.810e+02
314;1.830e+02
314;1.840e+02
314;1.820e+02
314;1.770e+02
314;1.810e+02
314;1.840e+02
314;1.800e+02
314;1.820e+02
314;1.820e+02
314;1.800e+02
314;1.810e+02
314;1.800e+02
314;1.810e+02
314;1.810e+02
314;1.800e+02
314;1.840e+02
314;1.760e+02
1000;5.000e+02
1000;4.990e+02
1000;5.070e+02
1000;4.940e+02
1000;5.000e+02
1000;4.920e+02
1000;4.990e+02
1000;5.040e+02
1000;5.040e+02
1000;5.060e+02
1000;4.920e+02
1000;4.950e+02
1000;5.010e+02
1000;4.980e+02
1000;5.060e+02
1000;5.370e+02
1000;5.170e+02
1000;4.950e+02
1000;4.940e+02
1000;4.910e+02
1000;5.070e+02
3141;1.557e+03
3141;1.540e+03
3141;1.574e+03
3141;1.547e+03
3141;1.556e+03
3141;1.531e+03
3141;1.542e+03
3141;1.552e+03
3141;1.541e+03
3141;1.540e+03
3141;1.538e+03
3141;1.539e+03
3141;1.525e+03
3141;1.563e+03
3141;1.572e+03
3141;1.650e+03
3141;1.554e+03
3141;1.543e+03
3141;1.547e+03
3141;1.540e+03
3141;1.541e+03
10000;5.247e+03
10000;5.031e+03
10000;5.071e+03
10000;5.025e+03
10000;5.035e+03
10000;5.020e+03
10000;5.033e+03
10000;5.007e+03
10000;5.040e+03
10000;4.997e+03
10000;4.992e+03
10000;4.948e+03
10000;5.003e+03
10000;4.945e+03
10000;4.978e+03
10000;4.935e+03
10000;5.007e+03
10000;5.016e+03
10000;5.005e+03
10000;5.025e+03
10000;5.091e+03
31415;1.641e+04
31415;1.582e+04
31415;1.563e+04
31415;1.554e+04
31415;1.554e+04
31415;1.568e+04
31415;1.563e+04
31415;1.540e+04
31415;1.546e+04
31415;1.526e+04
31415;1.552e+04
31415;1.543e+04
31415;1.539e+04
31415;1.527e+04
31415;1.530e+04
31415;1.526e+04
31415;1.535e+04
31415;1.528e+04
31415;1.524e+04
31415;1.535e+04
31415;1.532e+04
100000;5.297e+04
100000;5.156e+04
100000;5.112e+04
100000;5.034e+04
100000;4.998e+04
100000;4.974e+04
100000;4.912e+04
100000;4.895e+04
100000;4.972e+04
100000;5.043e+04
100000;4.998e+04
100000;4.946e+04
100000;5.000e+04
100000;4.980e+04
100000;4.906e+04
100000;4.898e+04
100000;4.906e+04
100000;4.908e+04
100000;4.908e+04
100000;4.880e+04
100000;4.887e+04
314159;1.697e+05
314159;1.688e+05
314159;1.676e+05
314159;1.662e+05
314159;1.659e+05
314159;1.651e+05
314159;1.634e+05
314159;1.635e+05
314159;1.617e+05
314159;1.604e+05
314159;1.613e+05
314159;1.615e+05
314159;1.598e+05
314159;1.593e+05
314159;1.597e+05
314159;1.587e+05
314159;1.585e+05
314159;1.593e+05
314159;1.591e+05
314159;1.576e+05
314159;1.581e+05
1000000;5.473e+05
1000000;5.461e+05
1000000;5.430e+05
1000000;5.422e+05
1000000;5.418e+05
1000000;5.374e+05
1000000;5.346e+05
1000000;5.259e+05
1000000;5.267e+05
1000000;5.349e+05
1000000;5.317e+05
1000000;5.327e+05
1000000;5.326e+05
1000000;5.318e+05
1000000;5.321e+05
1000000;5.330e+05
1000000;5.287e+05
1000000;5.259e+05
1000000;5.203e+05
1000000;5.213e+05
1000000;5.219e+05
